date,track,coverage
2024-01-01,28,full
2024-01-03,71,full
2024-01-04,114,partial
2024-01-06,28,full
2024-01-08,71,full
2024-01-09,114,partial
2024-01-11,28,full
2024-01-13,71,full
2024-01-14,114,partial
2024-01-16,28,full
2024-01-18,71,full
2024-01-19,114,partial
2024-01-21,28,full
2024-01-23,71,full
2024-01-24,114,partial
2024-01-26,28,full
2024-01-28,71,full
2024-01-29,114,partial
2024-01-31,28,full
2024-02-02,71,full
2024-02-03,114,partial
2024-02-05,28,full
2024-02-07,71,full
2024-02-08,114,partial
2024-02-10,28,full
2024-02-12,71,full
2024-02-13,114,partial
2024-02-15,28,full
2024-02-17,71,full
2024-02-18,114,partial
2024-02-20,28,full
2024-02-22,71,full
2024-02-23,114,partial
2024-02-25,28,full
2024-02-27,71,full
2024-02-28,114,partial
2024-03-01,28,full
2024-03-03,71,full
2024-03-04,114,partial
2024-03-06,28,full
2024-03-08,71,full
2024-03-09,114,partial
2024-03-11,28,full
2024-03-13,71,full
2024-03-14,114,partial
2024-03-16,28,full
2024-03-18,71,full
2024-03-19,114,partial
2024-03-21,28,full
2024-03-23,71,full
2024-03-24,114,partial
2024-03-26,28,full
2024-03-28,71,full
2024-03-29,114,partial
2024-03-31,28,full
2024-04-02,71,full
2024-04-03,114,partial
2024-04-05,28,full
2024-04-07,71,full
2024-04-08,114,partial
2024-04-10,28,full
2024-04-12,71,full
2024-04-13,114,partial
2024-04-15,28,full
2024-04-17,71,full
2024-04-18,114,partial
2024-04-20,28,full
2024-04-22,71,full
2024-04-23,114,partial
2024-04-25,28,full
2024-04-27,71,full
2024-04-28,114,partial
2024-04-30,28,full
2024-05-02,71,full
2024-05-03,114,partial
2024-05-05,28,full
2024-05-07,71,full
2024-05-08,114,partial
2024-05-10,28,full
2024-05-12,71,full
2024-05-13,114,partial
2024-05-15,28,full
2024-05-17,71,full
2024-05-18,114,partial
2024-05-20,28,full
2024-05-22,71,full
2024-05-23,114,partial
2024-05-25,28,full
2024-05-27,71,full
2024-05-28,114,partial
2024-05-30,28,full
2024-06-01,71,full
2024-06-02,114,partial
2024-06-04,28,full
2024-06-06,71,full
2024-06-07,114,partial
2024-06-09,28,full
2024-06-11,71,full
2024-06-12,114,partial
2024-06-14,28,full
2024-06-16,71,full
2024-06-17,114,partial
2024-06-19,28,full
2024-06-21,71,full
2024-06-22,114,partial
2024-06-24,28,full
2024-06-26,71,full
2024-06-27,114,partial
2024-06-29,28,full
2024-07-01,71,full
2024-07-02,114,partial
2024-07-04,28,full
2024-07-06,71,full
2024-07-07,114,partial
2024-07-09,28,full
2024-07-11,71,full
2024-07-12,114,partial
2024-07-14,28,full
2024-07-16,71,full
2024-07-17,114,partial
2024-07-19,28,full
2024-07-21,71,full
2024-07-22,114,partial
2024-07-24,28,full
2024-07-26,71,full
2024-07-27,114,partial
2024-07-29,28,full
2024-07-31,71,full
2024-08-01,114,partial
2024-08-03,28,full
2024-08-05,71,full
2024-08-06,114,partial
2024-08-08,28,full
2024-08-10,71,full
2024-08-11,114,partial
2024-08-13,28,full
2024-08-15,71,full
2024-08-16,114,partial
2024-08-18,28,full
2024-08-20,71,full
2024-08-21,114,partial
2024-08-23,28,full
2024-08-25,71,full
2024-08-26,114,partial
2024-08-28,28,full
2024-08-30,71,full
2024-08-31,114,partial
2024-09-02,28,full
2024-09-04,71,full
2024-09-05,114,partial
2024-09-07,28,full
2024-09-09,71,full
2024-09-10,114,partial
2024-09-12,28,full
2024-09-14,71,full
2024-09-15,114,partial
2024-09-17,28,full
2024-09-19,71,full
2024-09-20,114,partial
2024-09-22,28,full
2024-09-24,71,full
2024-09-25,114,partial
2024-09-27,28,full
2024-09-29,71,full
2024-09-30,114,partial
2024-10-02,28,full
2024-10-04,71,full
2024-10-05,114,partial
2024-10-07,28,full
2024-10-09,71,full
2024-10-10,114,partial
2024-10-12,28,full
2024-10-14,71,full
2024-10-15,114,partial
2024-10-17,28,full
2024-10-19,71,full
2024-10-20,114,partial
2024-10-22,28,full
2024-10-24,71,full
2024-10-25,114,partial
2024-10-27,28,full
2024-10-29,71,full
2024-10-30,114,partial
2024-11-01,28,full
2024-11-03,71,full
2024-11-04,114,partial
2024-11-06,28,full
2024-11-08,71,full
2024-11-09,114,partial
2024-11-11,28,full
2024-11-13,71,full
2024-11-14,114,partial
2024-11-16,28,full
2024-11-18,71,full
2024-11-19,114,partial
2024-11-21,28,full
2024-11-23,71,full
2024-11-24,114,partial
2024-11-26,28,full
2024-11-28,71,full
2024-11-29,114,partial
2024-12-01,28,full
2024-12-03,71,full
2024-12-04,114,partial
2024-12-06,28,full
2024-12-08,71,full
2024-12-09,114,partial
2024-12-11,28,full
2024-12-13,71,full
2024-12-14,114,partial
2024-12-16,28,full
2024-12-18,71,full
2024-12-19,114,partial
2024-12-21,28,full
2024-12-23,71,full
2024-12-24,114,partial
2024-12-26,28,full
2024-12-28,71,full
2024-12-29,114,partial
2024-12-31,28,full
