date,path,coverage
2024-01-05,64,full
2024-01-06,63,full
2024-01-07,62,partial
2024-01-13,64,full
2024-01-14,63,full
2024-01-15,62,partial
2024-01-21,64,full
2024-01-22,63,full
2024-01-23,62,partial
2024-01-29,64,full
2024-01-30,63,full
2024-01-31,62,partial
2024-02-06,64,full
2024-02-07,63,full
2024-02-08,62,partial
2024-02-14,64,full
2024-02-15,63,full
2024-02-16,62,partial
2024-02-22,64,full
2024-02-23,63,full
2024-02-24,62,partial
2024-03-01,64,full
2024-03-02,63,full
2024-03-03,62,partial
2024-03-09,64,full
2024-03-10,63,full
2024-03-11,62,partial
2024-03-17,64,full
2024-03-18,63,full
2024-03-19,62,partial
2024-03-25,64,full
2024-03-26,63,full
2024-03-27,62,partial
2024-04-02,64,full
2024-04-03,63,full
2024-04-04,62,partial
2024-04-10,64,full
2024-04-11,63,full
2024-04-12,62,partial
2024-04-18,64,full
2024-04-19,63,full
2024-04-20,62,partial
2024-04-26,64,full
2024-04-27,63,full
2024-04-28,62,partial
2024-05-04,64,full
2024-05-05,63,full
2024-05-06,62,partial
2024-05-12,64,full
2024-05-13,63,full
2024-05-14,62,partial
2024-05-20,64,full
2024-05-21,63,full
2024-05-22,62,partial
2024-05-28,64,full
2024-05-29,63,full
2024-05-30,62,partial
2024-06-05,64,full
2024-06-06,63,full
2024-06-07,62,partial
2024-06-13,64,full
2024-06-14,63,full
2024-06-15,62,partial
2024-06-21,64,full
2024-06-22,63,full
2024-06-23,62,partial
2024-06-29,64,full
2024-06-30,63,full
2024-07-01,62,partial
2024-07-07,64,full
2024-07-08,63,full
2024-07-09,62,partial
2024-07-15,64,full
2024-07-16,63,full
2024-07-17,62,partial
2024-07-23,64,full
2024-07-24,63,full
2024-07-25,62,partial
2024-07-31,64,full
2024-08-01,63,full
2024-08-02,62,partial
2024-08-08,64,full
2024-08-09,63,full
2024-08-10,62,partial
2024-08-16,64,full
2024-08-17,63,full
2024-08-18,62,partial
2024-08-24,64,full
2024-08-25,63,full
2024-08-26,62,partial
2024-09-01,64,full
2024-09-02,63,full
2024-09-03,62,partial
2024-09-09,64,full
2024-09-10,63,full
2024-09-11,62,partial
2024-09-17,64,full
2024-09-18,63,full
2024-09-19,62,partial
2024-09-25,64,full
2024-09-26,63,full
2024-09-27,62,partial
2024-10-03,64,full
2024-10-04,63,full
2024-10-05,62,partial
2024-10-11,64,full
2024-10-12,63,full
2024-10-13,62,partial
2024-10-19,64,full
2024-10-20,63,full
2024-10-21,62,partial
2024-10-27,64,full
2024-10-28,63,full
2024-10-29,62,partial
2024-11-04,64,full
2024-11-05,63,full
2024-11-06,62,partial
2024-11-12,64,full
2024-11-13,63,full
2024-11-14,62,partial
2024-11-20,64,full
2024-11-21,63,full
2024-11-22,62,partial
2024-11-28,64,full
2024-11-29,63,full
2024-11-30,62,partial
2024-12-06,64,full
2024-12-07,63,full
2024-12-08,62,partial
2024-12-14,64,full
2024-12-15,63,full
2024-12-16,62,partial
2024-12-22,64,full
2024-12-23,63,full
2024-12-24,62,partial
2024-12-30,64,full
2024-12-31,63,full
