date,track,coverage
2022-01-01,37,full
2022-01-03,94,full
2022-01-04,137,full
2022-01-06,37,full
2022-01-08,94,full
2022-01-09,137,full
2022-01-11,37,full
2022-01-13,94,full
2022-01-14,137,full
2022-01-16,37,full
2022-01-18,94,full
2022-01-19,137,full
2022-01-21,37,full
2022-01-23,94,full
2022-01-24,137,full
2022-01-26,37,full
2022-01-28,94,full
2022-01-29,137,full
2022-01-31,37,full
2022-02-02,94,full
2022-02-03,137,full
2022-02-05,37,full
2022-02-07,94,full
2022-02-08,137,full
2022-02-10,37,full
2022-02-12,94,full
2022-02-13,137,full
2022-02-15,37,full
2022-02-17,94,full
2022-02-18,137,full
2022-02-20,37,full
2022-02-22,94,full
2022-02-23,137,full
2022-02-25,37,full
2022-02-27,94,full
2022-02-28,137,full
2022-03-02,37,full
2022-03-04,94,full
2022-03-05,137,full
2022-03-07,37,full
2022-03-09,94,full
2022-03-10,137,full
2022-03-12,37,full
2022-03-14,94,full
2022-03-15,137,full
2022-03-17,37,full
2022-03-19,94,full
2022-03-20,137,full
2022-03-22,37,full
2022-03-24,94,full
2022-03-25,137,full
2022-03-27,37,full
2022-03-29,94,full
2022-03-30,137,full
2022-04-01,37,full
2022-04-03,94,full
2022-04-04,137,full
2022-04-06,37,full
2022-04-08,94,full
2022-04-09,137,full
2022-04-11,37,full
2022-04-13,94,full
2022-04-14,137,full
2022-04-16,37,full
2022-04-18,94,full
2022-04-19,137,full
2022-04-21,37,full
2022-04-23,94,full
2022-04-24,137,full
2022-04-26,37,full
2022-04-28,94,full
2022-04-29,137,full
2022-05-01,37,full
2022-05-03,94,full
2022-05-04,137,full
2022-05-06,37,full
2022-05-08,94,full
2022-05-09,137,full
2022-05-11,37,full
2022-05-13,94,full
2022-05-14,137,full
2022-05-16,37,full
2022-05-18,94,full
2022-05-19,137,full
2022-05-21,37,full
2022-05-23,94,full
2022-05-24,137,full
2022-05-26,37,full
2022-05-28,94,full
2022-05-29,137,full
2022-05-31,37,full
2022-06-02,94,full
2022-06-03,137,full
2022-06-05,37,full
2022-06-07,94,full
2022-06-08,137,full
2022-06-10,37,full
2022-06-12,94,full
2022-06-13,137,full
2022-06-15,37,full
2022-06-17,94,full
2022-06-18,137,full
2022-06-20,37,full
2022-06-22,94,full
2022-06-23,137,full
2022-06-25,37,full
2022-06-27,94,full
2022-06-28,137,full
2022-06-30,37,full
2022-07-02,94,full
2022-07-03,137,full
2022-07-05,37,full
2022-07-07,94,full
2022-07-08,137,full
2022-07-10,37,full
2022-07-12,94,full
2022-07-13,137,full
2022-07-15,37,full
2022-07-17,94,full
2022-07-18,137,full
2022-07-20,37,full
2022-07-22,94,full
2022-07-23,137,full
2022-07-25,37,full
2022-07-27,94,full
2022-07-28,137,full
2022-07-30,37,full
2022-08-01,94,full
2022-08-02,137,full
2022-08-04,37,full
2022-08-06,94,full
2022-08-07,137,full
2022-08-09,37,full
2022-08-11,94,full
2022-08-12,137,full
2022-08-14,37,full
2022-08-16,94,full
2022-08-17,137,full
2022-08-19,37,full
2022-08-21,94,full
2022-08-22,137,full
2022-08-24,37,full
2022-08-26,94,full
2022-08-27,137,full
2022-08-29,37,full
2022-08-31,94,full
2022-09-01,137,full
2022-09-03,37,full
2022-09-05,94,full
2022-09-06,137,full
2022-09-08,37,full
2022-09-10,94,full
2022-09-11,137,full
2022-09-13,37,full
2022-09-15,94,full
2022-09-16,137,full
2022-09-18,37,full
2022-09-20,94,full
2022-09-21,137,full
2022-09-23,37,full
2022-09-25,94,full
2022-09-26,137,full
2022-09-28,37,full
2022-09-30,94,full
2022-10-01,137,full
2022-10-03,37,full
2022-10-05,94,full
2022-10-06,137,full
2022-10-08,37,full
2022-10-10,94,full
2022-10-11,137,full
2022-10-13,37,full
2022-10-15,94,full
2022-10-16,137,full
2022-10-18,37,full
2022-10-20,94,full
2022-10-21,137,full
2022-10-23,37,full
2022-10-25,94,full
2022-10-26,137,full
2022-10-28,37,full
2022-10-30,94,full
2022-10-31,137,full
2022-11-02,37,full
2022-11-04,94,full
2022-11-05,137,full
2022-11-07,37,full
2022-11-09,94,full
2022-11-10,137,full
2022-11-12,37,full
2022-11-14,94,full
2022-11-15,137,full
2022-11-17,37,full
2022-11-19,94,full
2022-11-20,137,full
2022-11-22,37,full
2022-11-24,94,full
2022-11-25,137,full
2022-11-27,37,full
2022-11-29,94,full
2022-11-30,137,full
2022-12-02,37,full
2022-12-04,94,full
2022-12-05,137,full
2022-12-07,37,full
2022-12-09,94,full
2022-12-10,137,full
2022-12-12,37,full
2022-12-14,94,full
2022-12-15,137,full
2022-12-17,37,full
2022-12-19,94,full
2022-12-20,137,full
2022-12-22,37,full
2022-12-24,94,full
2022-12-25,137,full
2022-12-27,37,full
2022-12-29,94,full
2022-12-30,137,full
