date,path,coverage
2022-01-03,28,full
2022-01-12,27,partial
2022-01-19,28,full
2022-01-28,27,partial
2022-02-04,28,full
2022-02-13,27,partial
2022-02-20,28,full
2022-03-01,27,partial
2022-03-08,28,full
2022-03-17,27,partial
2022-03-24,28,full
2022-04-02,27,partial
2022-04-09,28,full
2022-04-18,27,partial
2022-04-25,28,full
2022-05-04,27,partial
2022-05-11,28,full
2022-05-20,27,partial
2022-05-27,28,full
2022-06-05,27,partial
2022-06-12,28,full
2022-06-21,27,partial
2022-06-28,28,full
2022-07-07,27,partial
2022-07-14,28,full
2022-07-23,27,partial
2022-07-30,28,full
2022-08-08,27,partial
2022-08-15,28,full
2022-08-24,27,partial
2022-08-31,28,full
2022-09-09,27,partial
2022-09-16,28,full
2022-09-25,27,partial
2022-10-02,28,full
2022-10-11,27,partial
2022-10-18,28,full
2022-10-27,27,partial
2022-11-03,28,full
2022-11-12,27,partial
2022-11-19,28,full
2022-11-28,27,partial
2022-12-05,28,full
2022-12-14,27,partial
2022-12-21,28,full
2022-12-30,27,partial
