date,path,coverage
2023-01-05,76,full
2023-01-06,74,full
2023-01-07,77,full
2023-01-08,75,full
2023-01-13,76,full
2023-01-14,74,full
2023-01-15,77,full
2023-01-16,75,full
2023-01-21,76,full
2023-01-22,74,full
2023-01-23,77,full
2023-01-24,75,full
2023-01-29,76,full
2023-01-30,74,full
2023-01-31,77,full
2023-02-01,75,full
2023-02-06,76,full
2023-02-07,74,full
2023-02-08,77,full
2023-02-09,75,full
2023-02-14,76,full
2023-02-15,74,full
2023-02-16,77,full
2023-02-17,75,full
2023-02-22,76,full
2023-02-23,74,full
2023-02-24,77,full
2023-02-25,75,full
2023-03-02,76,full
2023-03-03,74,full
2023-03-04,77,full
2023-03-05,75,full
2023-03-10,76,full
2023-03-11,74,full
2023-03-12,77,full
2023-03-13,75,full
2023-03-18,76,full
2023-03-19,74,full
2023-03-20,77,full
2023-03-21,75,full
2023-03-26,76,full
2023-03-27,74,full
2023-03-28,77,full
2023-03-29,75,full
2023-04-03,76,full
2023-04-04,74,full
2023-04-05,77,full
2023-04-06,75,full
2023-04-11,76,full
2023-04-12,74,full
2023-04-13,77,full
2023-04-14,75,full
2023-04-19,76,full
2023-04-20,74,full
2023-04-21,77,full
2023-04-22,75,full
2023-04-27,76,full
2023-04-28,74,full
2023-04-29,77,full
2023-04-30,75,full
2023-05-05,76,full
2023-05-06,74,full
2023-05-07,77,full
2023-05-08,75,full
2023-05-13,76,full
2023-05-14,74,full
2023-05-15,77,full
2023-05-16,75,full
2023-05-21,76,full
2023-05-22,74,full
2023-05-23,77,full
2023-05-24,75,full
2023-05-29,76,full
2023-05-30,74,full
2023-05-31,77,full
2023-06-01,75,full
2023-06-06,76,full
2023-06-07,74,full
2023-06-08,77,full
2023-06-09,75,full
2023-06-14,76,full
2023-06-15,74,full
2023-06-16,77,full
2023-06-17,75,full
2023-06-22,76,full
2023-06-23,74,full
2023-06-24,77,full
2023-06-25,75,full
2023-06-30,76,full
2023-07-01,74,full
2023-07-02,77,full
2023-07-03,75,full
2023-07-08,76,full
2023-07-09,74,full
2023-07-10,77,full
2023-07-11,75,full
2023-07-16,76,full
2023-07-17,74,full
2023-07-18,77,full
2023-07-19,75,full
2023-07-24,76,full
2023-07-25,74,full
2023-07-26,77,full
2023-07-27,75,full
2023-08-01,76,full
2023-08-02,74,full
2023-08-03,77,full
2023-08-04,75,full
2023-08-09,76,full
2023-08-10,74,full
2023-08-11,77,full
2023-08-12,75,full
2023-08-17,76,full
2023-08-18,74,full
2023-08-19,77,full
2023-08-20,75,full
2023-08-25,76,full
2023-08-26,74,full
2023-08-27,77,full
2023-08-28,75,full
2023-09-02,76,full
2023-09-03,74,full
2023-09-04,77,full
2023-09-05,75,full
2023-09-10,76,full
2023-09-11,74,full
2023-09-12,77,full
2023-09-13,75,full
2023-09-18,76,full
2023-09-19,74,full
2023-09-20,77,full
2023-09-21,75,full
2023-09-26,76,full
2023-09-27,74,full
2023-09-28,77,full
2023-09-29,75,full
2023-10-04,76,full
2023-10-05,74,full
2023-10-06,77,full
2023-10-07,75,full
2023-10-12,76,full
2023-10-13,74,full
2023-10-14,77,full
2023-10-15,75,full
2023-10-20,76,full
2023-10-21,74,full
2023-10-22,77,full
2023-10-23,75,full
2023-10-28,76,full
2023-10-29,74,full
2023-10-30,77,full
2023-10-31,75,full
2023-11-05,76,full
2023-11-06,74,full
2023-11-07,77,full
2023-11-08,75,full
2023-11-13,76,full
2023-11-14,74,full
2023-11-15,77,full
2023-11-16,75,full
2023-11-21,76,full
2023-11-22,74,full
2023-11-23,77,full
2023-11-24,75,full
2023-11-29,76,full
2023-11-30,74,full
2023-12-01,77,full
2023-12-02,75,full
2023-12-07,76,full
2023-12-08,74,full
2023-12-09,77,full
2023-12-10,75,full
2023-12-15,76,full
2023-12-16,74,full
2023-12-17,77,full
2023-12-18,75,full
2023-12-23,76,full
2023-12-24,74,full
2023-12-25,77,full
2023-12-26,75,full
2023-12-31,76,full
