date,track,coverage
2021-01-01,72,partial
2021-01-02,29,full
2021-01-03,86,full
2021-01-05,129,full
2021-01-06,72,partial
2021-01-07,29,full
2021-01-08,86,full
2021-01-10,129,full
2021-01-11,72,partial
2021-01-12,29,full
2021-01-13,86,full
2021-01-15,129,full
2021-01-16,72,partial
2021-01-17,29,full
2021-01-18,86,full
2021-01-20,129,full
2021-01-21,72,partial
2021-01-22,29,full
2021-01-23,86,full
2021-01-25,129,full
2021-01-26,72,partial
2021-01-27,29,full
2021-01-28,86,full
2021-01-30,129,full
2021-01-31,72,partial
2021-02-01,29,full
2021-02-02,86,full
2021-02-04,129,full
2021-02-05,72,partial
2021-02-06,29,full
2021-02-07,86,full
2021-02-09,129,full
2021-02-10,72,partial
2021-02-11,29,full
2021-02-12,86,full
2021-02-14,129,full
2021-02-15,72,partial
2021-02-16,29,full
2021-02-17,86,full
2021-02-19,129,full
2021-02-20,72,partial
2021-02-21,29,full
2021-02-22,86,full
2021-02-24,129,full
2021-02-25,72,partial
2021-02-26,29,full
2021-02-27,86,full
2021-03-01,129,full
2021-03-02,72,partial
2021-03-03,29,full
2021-03-04,86,full
2021-03-06,129,full
2021-03-07,72,partial
2021-03-08,29,full
2021-03-09,86,full
2021-03-11,129,full
2021-03-12,72,partial
2021-03-13,29,full
2021-03-14,86,full
2021-03-16,129,full
2021-03-17,72,partial
2021-03-18,29,full
2021-03-19,86,full
2021-03-21,129,full
2021-03-22,72,partial
2021-03-23,29,full
2021-03-24,86,full
2021-03-26,129,full
2021-03-27,72,partial
2021-03-28,29,full
2021-03-29,86,full
2021-03-31,129,full
2021-04-01,72,partial
2021-04-02,29,full
2021-04-03,86,full
2021-04-05,129,full
2021-04-06,72,partial
2021-04-07,29,full
2021-04-08,86,full
2021-04-10,129,full
2021-04-11,72,partial
2021-04-12,29,full
2021-04-13,86,full
2021-04-15,129,full
2021-04-16,72,partial
2021-04-17,29,full
2021-04-18,86,full
2021-04-20,129,full
2021-04-21,72,partial
2021-04-22,29,full
2021-04-23,86,full
2021-04-25,129,full
2021-04-26,72,partial
2021-04-27,29,full
2021-04-28,86,full
2021-04-30,129,full
2021-05-01,72,partial
2021-05-02,29,full
2021-05-03,86,full
2021-05-05,129,full
2021-05-06,72,partial
2021-05-07,29,full
2021-05-08,86,full
2021-05-10,129,full
2021-05-11,72,partial
2021-05-12,29,full
2021-05-13,86,full
2021-05-15,129,full
2021-05-16,72,partial
2021-05-17,29,full
2021-05-18,86,full
2021-05-20,129,full
2021-05-21,72,partial
2021-05-22,29,full
2021-05-23,86,full
2021-05-25,129,full
2021-05-26,72,partial
2021-05-27,29,full
2021-05-28,86,full
2021-05-30,129,full
2021-05-31,72,partial
2021-06-01,29,full
2021-06-02,86,full
2021-06-04,129,full
2021-06-05,72,partial
2021-06-06,29,full
2021-06-07,86,full
2021-06-09,129,full
2021-06-10,72,partial
2021-06-11,29,full
2021-06-12,86,full
2021-06-14,129,full
2021-06-15,72,partial
2021-06-16,29,full
2021-06-17,86,full
2021-06-19,129,full
2021-06-20,72,partial
2021-06-21,29,full
2021-06-22,86,full
2021-06-24,129,full
2021-06-25,72,partial
2021-06-26,29,full
2021-06-27,86,full
2021-06-29,129,full
2021-06-30,72,partial
2021-07-01,29,full
2021-07-02,86,full
2021-07-04,129,full
2021-07-05,72,partial
2021-07-06,29,full
2021-07-07,86,full
2021-07-09,129,full
2021-07-10,72,partial
2021-07-11,29,full
2021-07-12,86,full
2021-07-14,129,full
2021-07-15,72,partial
2021-07-16,29,full
2021-07-17,86,full
2021-07-19,129,full
2021-07-20,72,partial
2021-07-21,29,full
2021-07-22,86,full
2021-07-24,129,full
2021-07-25,72,partial
2021-07-26,29,full
2021-07-27,86,full
2021-07-29,129,full
2021-07-30,72,partial
2021-07-31,29,full
2021-08-01,86,full
2021-08-03,129,full
2021-08-04,72,partial
2021-08-05,29,full
2021-08-06,86,full
2021-08-08,129,full
2021-08-09,72,partial
2021-08-10,29,full
2021-08-11,86,full
2021-08-13,129,full
2021-08-14,72,partial
2021-08-15,29,full
2021-08-16,86,full
2021-08-18,129,full
2021-08-19,72,partial
2021-08-20,29,full
2021-08-21,86,full
2021-08-23,129,full
2021-08-24,72,partial
2021-08-25,29,full
2021-08-26,86,full
2021-08-28,129,full
2021-08-29,72,partial
2021-08-30,29,full
2021-08-31,86,full
2021-09-02,129,full
2021-09-03,72,partial
2021-09-04,29,full
2021-09-05,86,full
2021-09-07,129,full
2021-09-08,72,partial
2021-09-09,29,full
2021-09-10,86,full
2021-09-12,129,full
2021-09-13,72,partial
2021-09-14,29,full
2021-09-15,86,full
2021-09-17,129,full
2021-09-18,72,partial
2021-09-19,29,full
2021-09-20,86,full
2021-09-22,129,full
2021-09-23,72,partial
2021-09-24,29,full
2021-09-25,86,full
2021-09-27,129,full
2021-09-28,72,partial
2021-09-29,29,full
2021-09-30,86,full
2021-10-02,129,full
2021-10-03,72,partial
2021-10-04,29,full
2021-10-05,86,full
2021-10-07,129,full
2021-10-08,72,partial
2021-10-09,29,full
2021-10-10,86,full
2021-10-12,129,full
2021-10-13,72,partial
2021-10-14,29,full
2021-10-15,86,full
2021-10-17,129,full
2021-10-18,72,partial
2021-10-19,29,full
2021-10-20,86,full
2021-10-22,129,full
2021-10-23,72,partial
2021-10-24,29,full
2021-10-25,86,full
2021-10-27,129,full
2021-10-28,72,partial
2021-10-29,29,full
2021-10-30,86,full
2021-11-01,129,full
2021-11-02,72,partial
2021-11-03,29,full
2021-11-04,86,full
2021-11-06,129,full
2021-11-07,72,partial
2021-11-08,29,full
2021-11-09,86,full
2021-11-11,129,full
2021-11-12,72,partial
2021-11-13,29,full
2021-11-14,86,full
2021-11-16,129,full
2021-11-17,72,partial
2021-11-18,29,full
2021-11-19,86,full
2021-11-21,129,full
2021-11-22,72,partial
2021-11-23,29,full
2021-11-24,86,full
2021-11-26,129,full
2021-11-27,72,partial
2021-11-28,29,full
2021-11-29,86,full
2021-12-01,129,full
2021-12-02,72,partial
2021-12-03,29,full
2021-12-04,86,full
2021-12-06,129,full
2021-12-07,72,partial
2021-12-08,29,full
2021-12-09,86,full
2021-12-11,129,full
2021-12-12,72,partial
2021-12-13,29,full
2021-12-14,86,full
2021-12-16,129,full
2021-12-17,72,partial
2021-12-18,29,full
2021-12-19,86,full
2021-12-21,129,full
2021-12-22,72,partial
2021-12-23,29,full
2021-12-24,86,full
2021-12-26,129,full
2021-12-27,72,partial
2021-12-28,29,full
2021-12-29,86,full
2021-12-31,129,full
