date,path,coverage
2021-01-02,74,full
2021-01-09,73,partial
2021-01-11,75,partial
2021-01-18,74,full
2021-01-25,73,partial
2021-01-27,75,partial
2021-02-03,74,full
2021-02-10,73,partial
2021-02-12,75,partial
2021-02-19,74,full
2021-02-26,73,partial
2021-02-28,75,partial
2021-03-07,74,full
2021-03-14,73,partial
2021-03-16,75,partial
2021-03-23,74,full
2021-03-30,73,partial
2021-04-01,75,partial
2021-04-08,74,full
2021-04-15,73,partial
2021-04-17,75,partial
2021-04-24,74,full
2021-05-01,73,partial
2021-05-03,75,partial
2021-05-10,74,full
2021-05-17,73,partial
2021-05-19,75,partial
2021-05-26,74,full
2021-06-02,73,partial
2021-06-04,75,partial
2021-06-11,74,full
2021-06-18,73,partial
2021-06-20,75,partial
2021-06-27,74,full
2021-07-04,73,partial
2021-07-06,75,partial
2021-07-13,74,full
2021-07-20,73,partial
2021-07-22,75,partial
2021-07-29,74,full
2021-08-05,73,partial
2021-08-07,75,partial
2021-08-14,74,full
2021-08-21,73,partial
2021-08-23,75,partial
2021-08-30,74,full
2021-09-06,73,partial
2021-09-08,75,partial
2021-09-15,74,full
2021-09-22,73,partial
2021-09-24,75,partial
2021-10-01,74,full
2021-10-08,73,partial
2021-10-10,75,partial
2021-10-17,74,full
2021-10-24,73,partial
2021-10-26,75,partial
2021-11-02,74,full
2021-11-09,73,partial
2021-11-11,75,partial
2021-11-18,74,full
2021-11-25,73,partial
2021-11-27,75,partial
2021-12-04,74,full
2021-12-11,73,partial
2021-12-13,75,partial
2021-12-20,74,full
2021-12-27,73,partial
2021-12-29,75,partial
