date,path,coverage
2025-01-07,48,partial
2025-01-08,47,full
2025-01-15,48,partial
2025-01-16,47,full
2025-01-23,48,partial
2025-01-24,47,full
2025-01-31,48,partial
2025-02-01,47,full
2025-02-08,48,partial
2025-02-09,47,full
2025-02-16,48,partial
2025-02-17,47,full
2025-02-24,48,partial
2025-02-25,47,full
2025-03-04,48,partial
2025-03-05,47,full
2025-03-12,48,partial
2025-03-13,47,full
2025-03-20,48,partial
2025-03-21,47,full
2025-03-28,48,partial
2025-03-29,47,full
2025-04-05,48,partial
2025-04-06,47,full
2025-04-13,48,partial
2025-04-14,47,full
2025-04-21,48,partial
2025-04-22,47,full
2025-04-29,48,partial
2025-04-30,47,full
2025-05-07,48,partial
2025-05-08,47,full
2025-05-15,48,partial
2025-05-16,47,full
2025-05-23,48,partial
2025-05-24,47,full
2025-05-31,48,partial
2025-06-01,47,full
2025-06-08,48,partial
2025-06-09,47,full
2025-06-16,48,partial
2025-06-17,47,full
2025-06-24,48,partial
2025-06-25,47,full
2025-07-02,48,partial
2025-07-03,47,full
2025-07-10,48,partial
2025-07-11,47,full
2025-07-18,48,partial
2025-07-19,47,full
2025-07-26,48,partial
2025-07-27,47,full
2025-08-03,48,partial
2025-08-04,47,full
2025-08-11,48,partial
2025-08-12,47,full
2025-08-19,48,partial
2025-08-20,47,full
2025-08-27,48,partial
2025-08-28,47,full
2025-09-04,48,partial
2025-09-05,47,full
2025-09-12,48,partial
2025-09-13,47,full
2025-09-20,48,partial
2025-09-21,47,full
2025-09-28,48,partial
2025-09-29,47,full
2025-10-06,48,partial
2025-10-07,47,full
2025-10-14,48,partial
2025-10-15,47,full
2025-10-22,48,partial
2025-10-23,47,full
2025-10-30,48,partial
2025-10-31,47,full
2025-11-07,48,partial
2025-11-08,47,full
2025-11-15,48,partial
2025-11-16,47,full
2025-11-23,48,partial
2025-11-24,47,full
2025-12-01,48,partial
2025-12-02,47,full
2025-12-09,48,partial
2025-12-10,47,full
2025-12-17,48,partial
2025-12-18,47,full
2025-12-25,48,partial
2025-12-26,47,full
