date,track,coverage
2025-01-02,57,full
2025-01-03,100,full
2025-01-04,143,full
2025-01-05,43,full
2025-01-07,57,full
2025-01-08,100,full
2025-01-09,143,full
2025-01-10,43,full
2025-01-12,57,full
2025-01-13,100,full
2025-01-14,143,full
2025-01-15,43,full
2025-01-17,57,full
2025-01-18,100,full
2025-01-19,143,full
2025-01-20,43,full
2025-01-22,57,full
2025-01-23,100,full
2025-01-24,143,full
2025-01-25,43,full
2025-01-27,57,full
2025-01-28,100,full
2025-01-29,143,full
2025-01-30,43,full
2025-02-01,57,full
2025-02-02,100,full
2025-02-03,143,full
2025-02-04,43,full
2025-02-06,57,full
2025-02-07,100,full
2025-02-08,143,full
2025-02-09,43,full
2025-02-11,57,full
2025-02-12,100,full
2025-02-13,143,full
2025-02-14,43,full
2025-02-16,57,full
2025-02-17,100,full
2025-02-18,143,full
2025-02-19,43,full
2025-02-21,57,full
2025-02-22,100,full
2025-02-23,143,full
2025-02-24,43,full
2025-02-26,57,full
2025-02-27,100,full
2025-02-28,143,full
2025-03-01,43,full
2025-03-03,57,full
2025-03-04,100,full
2025-03-05,143,full
2025-03-06,43,full
2025-03-08,57,full
2025-03-09,100,full
2025-03-10,143,full
2025-03-11,43,full
2025-03-13,57,full
2025-03-14,100,full
2025-03-15,143,full
2025-03-16,43,full
2025-03-18,57,full
2025-03-19,100,full
2025-03-20,143,full
2025-03-21,43,full
2025-03-23,57,full
2025-03-24,100,full
2025-03-25,143,full
2025-03-26,43,full
2025-03-28,57,full
2025-03-29,100,full
2025-03-30,143,full
2025-03-31,43,full
2025-04-02,57,full
2025-04-03,100,full
2025-04-04,143,full
2025-04-05,43,full
2025-04-07,57,full
2025-04-08,100,full
2025-04-09,143,full
2025-04-10,43,full
2025-04-12,57,full
2025-04-13,100,full
2025-04-14,143,full
2025-04-15,43,full
2025-04-17,57,full
2025-04-18,100,full
2025-04-19,143,full
2025-04-20,43,full
2025-04-22,57,full
2025-04-23,100,full
2025-04-24,143,full
2025-04-25,43,full
2025-04-27,57,full
2025-04-28,100,full
2025-04-29,143,full
2025-04-30,43,full
2025-05-02,57,full
2025-05-03,100,full
2025-05-04,143,full
2025-05-05,43,full
2025-05-07,57,full
2025-05-08,100,full
2025-05-09,143,full
2025-05-10,43,full
2025-05-12,57,full
2025-05-13,100,full
2025-05-14,143,full
2025-05-15,43,full
2025-05-17,57,full
2025-05-18,100,full
2025-05-19,143,full
2025-05-20,43,full
2025-05-22,57,full
2025-05-23,100,full
2025-05-24,143,full
2025-05-25,43,full
2025-05-27,57,full
2025-05-28,100,full
2025-05-29,143,full
2025-05-30,43,full
2025-06-01,57,full
2025-06-02,100,full
2025-06-03,143,full
2025-06-04,43,full
2025-06-06,57,full
2025-06-07,100,full
2025-06-08,143,full
2025-06-09,43,full
2025-06-11,57,full
2025-06-12,100,full
2025-06-13,143,full
2025-06-14,43,full
2025-06-16,57,full
2025-06-17,100,full
2025-06-18,143,full
2025-06-19,43,full
2025-06-21,57,full
2025-06-22,100,full
2025-06-23,143,full
2025-06-24,43,full
