date,path,coverage
2025-01-05,81,full
2025-01-06,80,full
2025-01-07,82,full
2025-01-08,79,partial
2025-01-13,81,full
2025-01-14,80,full
2025-01-15,82,full
2025-01-16,79,partial
2025-01-21,81,full
2025-01-22,80,full
2025-01-23,82,full
2025-01-24,79,partial
2025-01-29,81,full
2025-01-30,80,full
2025-01-31,82,full
2025-02-01,79,partial
2025-02-06,81,full
2025-02-07,80,full
2025-02-08,82,full
2025-02-09,79,partial
2025-02-14,81,full
2025-02-15,80,full
2025-02-16,82,full
2025-02-17,79,partial
2025-02-22,81,full
2025-02-23,80,full
2025-02-24,82,full
2025-02-25,79,partial
2025-03-02,81,full
2025-03-03,80,full
2025-03-04,82,full
2025-03-05,79,partial
2025-03-10,81,full
2025-03-11,80,full
2025-03-12,82,full
2025-03-13,79,partial
2025-03-18,81,full
2025-03-19,80,full
2025-03-20,82,full
2025-03-21,79,partial
2025-03-26,81,full
2025-03-27,80,full
2025-03-28,82,full
2025-03-29,79,partial
2025-04-03,81,full
2025-04-04,80,full
2025-04-05,82,full
2025-04-06,79,partial
2025-04-11,81,full
2025-04-12,80,full
2025-04-13,82,full
2025-04-14,79,partial
2025-04-19,81,full
2025-04-20,80,full
2025-04-21,82,full
2025-04-22,79,partial
2025-04-27,81,full
2025-04-28,80,full
2025-04-29,82,full
2025-04-30,79,partial
2025-05-05,81,full
2025-05-06,80,full
2025-05-07,82,full
2025-05-08,79,partial
2025-05-13,81,full
2025-05-14,80,full
2025-05-15,82,full
2025-05-16,79,partial
2025-05-21,81,full
2025-05-22,80,full
2025-05-23,82,full
2025-05-24,79,partial
2025-05-29,81,full
2025-05-30,80,full
2025-05-31,82,full
2025-06-01,79,partial
2025-06-06,81,full
2025-06-07,80,full
2025-06-08,82,full
2025-06-09,79,partial
2025-06-14,81,full
2025-06-15,80,full
2025-06-16,82,full
2025-06-17,79,partial
2025-06-22,81,full
2025-06-23,80,full
2025-06-24,82,full
2025-06-25,79,partial
2025-06-30,81,full
2025-07-01,80,full
2025-07-02,82,full
2025-07-03,79,partial
2025-07-08,81,full
2025-07-09,80,full
2025-07-10,82,full
2025-07-11,79,partial
2025-07-16,81,full
2025-07-17,80,full
2025-07-18,82,full
2025-07-19,79,partial
2025-07-24,81,full
2025-07-25,80,full
2025-07-26,82,full
2025-07-27,79,partial
2025-08-01,81,full
2025-08-02,80,full
2025-08-03,82,full
2025-08-04,79,partial
2025-08-09,81,full
2025-08-10,80,full
2025-08-11,82,full
2025-08-12,79,partial
2025-08-17,81,full
2025-08-18,80,full
2025-08-19,82,full
2025-08-20,79,partial
2025-08-25,81,full
2025-08-26,80,full
2025-08-27,82,full
2025-08-28,79,partial
2025-09-02,81,full
2025-09-03,80,full
2025-09-04,82,full
2025-09-05,79,partial
2025-09-10,81,full
2025-09-11,80,full
2025-09-12,82,full
2025-09-13,79,partial
2025-09-18,81,full
2025-09-19,80,full
2025-09-20,82,full
2025-09-21,79,partial
2025-09-26,81,full
2025-09-27,80,full
2025-09-28,82,full
2025-09-29,79,partial
2025-10-04,81,full
2025-10-05,80,full
2025-10-06,82,full
2025-10-07,79,partial
2025-10-12,81,full
2025-10-13,80,full
2025-10-14,82,full
2025-10-15,79,partial
2025-10-20,81,full
2025-10-21,80,full
2025-10-22,82,full
2025-10-23,79,partial
2025-10-28,81,full
2025-10-29,80,full
2025-10-30,82,full
2025-10-31,79,partial
2025-11-05,81,full
2025-11-06,80,full
2025-11-07,82,full
2025-11-08,79,partial
2025-11-13,81,full
2025-11-14,80,full
2025-11-15,82,full
2025-11-16,79,partial
2025-11-21,81,full
2025-11-22,80,full
2025-11-23,82,full
2025-11-24,79,partial
2025-11-29,81,full
2025-11-30,80,full
2025-12-01,82,full
2025-12-02,79,partial
2025-12-07,81,full
2025-12-08,80,full
2025-12-09,82,full
2025-12-10,79,partial
2025-12-15,81,full
2025-12-16,80,full
2025-12-17,82,full
2025-12-18,79,partial
2025-12-23,81,full
2025-12-24,80,full
2025-12-25,82,full
2025-12-26,79,partial
2025-12-31,81,full
