gnis_id,gnis_name
00377004,Basin Creek
00390356,Short Creek
00381172,East Fork Sheridan Creek
01526261,South Fork Stony Creek
01595305,Tantalus Creek
00373363,Juniper Creek
00390041,Scotch Creek
00784883,Hilda Creek
00387303,Mountain View Creek
00858778,Badger Creek
00799105,Barron Creek
00386202,Louse Creek
00383087,Hemlock Creek
00782871,East Fork Lolo Creek
00782522,Down Creek
00388967,Quartz Creek
00381510,Evans Creek
00383124,Heslip Creek
00375050,Sixmile Creek
00374500,Porcupine Creek
00392368,Trealor Creek
00860202,Jenny Creek
00387482,Navarre Creek
00388753,Porcupine Creek
00371234,Anderson Creek
00375537,Tinker Lateral
00388631,Poirier Creek
00374270,Orchalara Seepage Tunnel
00388199,Paris Creek
00390929,South Fork East Fork Salmon River
00387472,Narrow Creek
00387510,Nelson Creek
01128936,Whiskey Creek
00379938,Cow Creek
00392097,Threemile Creek
00384822,Little Elk Creek
00375204,Spring Creek
00378574,Burton Creek
00789964,Salix Creek
02569031,Lateral R-22
00379423,Cliff Creek
01504398,Hog Canyon Creek
00391196,Spring Creek
00375166,South Middleton Drain
00374166,Nora Lateral
00383631,Incendiary Creek
00783287,Falls Creek
00386828,Middle Fork Navarre Creek
00791237,Spring Creek
00384658,Lime Creek
00388849,Prairie Creek
00392080,Three Forks
00378703,Caldwell Creek
01131836,Pine Tree Ridge Creek
00381140,East Fork Moores Creek
00790443,Short Creek
02437712,Lateral U1
02569186,Lateral X-31
02707148,Union 2 Ditch
00386733,Meeker Creek
00372351,Deep Creek
00780765,Cadette Creek
00374488,Pole Creek
00391996,Thimble Creek
00387802,North Fork Tower Creek
00380714,Donaldson Creek
00371685,Breakfast Creek
00378963,Cartwright Creek
00392805,Walter Creek
00373383,Karnes Lateral
00391363,Starveout Creek
00784006,Goat Creek
00389633,Rough Creek
00381057,East Fork Big Ramey Creek
00786188,Lion Creek
01439324,Bunchgrass Creek
00384047,Jumbo Creek
00393038,West Fork American River
00382176,Garden Creek
00386482,Marsh Creek
00373408,Kilbaine Lateral
00374479,Pokey Creek
00388491,Pine Creek
00783748,Frenchtown Irrigation District Ditch
00388372,Peterson Creek
00377663,Birch Creek
00400354,Shumaker Creek
00389254,Redfish Lake Creek
00381357,Elk Creek
00381085,East Fork Dry Creek
00381607,Farrens Creek
01604541,Willow Creek
00379850,Cottonwood Creek
00389930,Savage Creek
00375173,South Rigby Canal
01603259,Spring Creek
00377974,Bob Creek
00388261,Patelzick Creek
00857299,Hayes Creek
00382295,Glen Creek
00375765,Watkins Ditch
00396001,Strawberry Creek
00858879,Big Bend Creek
00791058,South Fork Standard Creek
00377628,Bill Creek
00387654,North Fork Big Creek
02785429,Poker Creek
00391162,Spring Creek
00383369,Horse Creek
00393196,West Fork Sixmile Creek
00380486,Delaney Creek
02569307,PD-4 Ditch
00373494,Lateral I
00386319,Mac Creek
00377959,Bluejacket Creek
00782519,Dowell Creek
00393075,West Fork Cold Springs Creek
00786327,Little Mile Creek
00387438,Myers Creek
00389289,Relief Creek
00379044,Cathedral Creek
00390562,Slate Creek
00779406,Basin Creek
00380722,Doodlelink Creek
00398203,Sundell Lateral
00397696,Farmers Cooperative Sebree Canal
00383980,Johnson Creek
00374235,Northside Slough
01426672,Clarkston Creek
00861465,South Fork Cap Winn Creek
00386639,McKim Creek
00399829,Chipps Creek
00380268,Davies Creek
00386440,Maple Creek
00376483,Agency Creek
00383489,Hoyt Creek
00395292,Deer Creek
00371817,Little Butte Canal
02518676,J 27 J Lateral
00378580,Bush Creek
00392632,Upper Harden Creek
00386950,Mill Creek
00393710,Wright Creek
01599505,East Fork Willow Creek
00379991,Coyote Creek
00389438,Robert E Lee Creek
00861945,West Fork Pine Creek
00790870,Souse Creek
00384937,Little Sand Creek
00392031,Thompson Creek
00386794,Middle Fork Bear Creek
00375997,Wordica Lateral
00788843,Pierce Ditch
01592026,Nez Perce Creek
01439350,Burnt Fork
00382390,Gold Meadows Creek
00389776,Saddle Creek
00392543,Twin Spring Creek
00381903,Fohl Creek
00390739,Snow Creek
00379029,Cat Creek
00389173,Rawson Creek
00388489,Pine Creek
00380512,Dent Creek
00791081,South Fork Watson Creek
00840270,East Fork Spring Creek
02729769,Lateral B4
00790291,Shaughnessy Creek
00371633,Bohlson Lateral
00391434,Stetson Creek
00379795,Corral Creek
00396308,Garbutt Wash
00393237,West Parks Creek
00392216,Tom Beal Creek
00390802,Sob Creek
00371907,Castle Creek
00390055,Scratch Creek
01125528,Pole Creek
00383432,Horton Creek
00393577,Windy Creek
00786737,Lynx Creek
00860587,Mill Creek
00791116,South Willoughby Creek
00371309,Augustine Ditch
00393061,West Fork Buckhorn Creek
00785243,Indian Creek
01506595,Meadow Creek
00371611,Blue Creek
00393685,Woodtick Creek
01438104,Wellsville-Mendon Upper Canal
00371292,Armstrong Lateral
00399216,Shurtliff Creek
00783400,Fir Creek
00371989,Chicken Creek
00792811,Gold Creek
00372192,Cow Creek
00380227,Dame Creek
00378695,Calamity Creek
00371187,A-5 Canal
00393100,West Fork Enos Creek
00389870,Salt Log Creek
00785991,Law Creek
00384616,Lick Creek
02517330,H 24 Pipeline
00391445,Stewah Creek
00391349,Star Creek
00384828,Little Fall Creek
00373935,Middleton Mill Ditch
00785364,Ivor Creek
00387528,Nevins Creek
01153068,Foothill Ditch
01158398,North Temperance Creek
00393742,Yellow Cat Creek
00379892,Cougar Creek
00390524,Skitwish Creek
00383088,Hemlock Creek
00382876,Hanson Creek
00397697,Farmers Cooperative Sebree Canal Extension
00384837,Little Fourth of July Creek
00389958,Sawmill Creek
00792436,Tucker Creek
00376482,Agatha Creek
00791477,Steel Creek
02548085,H 14 H Lateral
00785772,Kirkwood Creek
00384194,Kettle Creek
02517209,B Feeder
00790419,Shineberger Creek
00383650,Indian Creek
00388467,Pinchot Creek
00387632,North Creek
01517124,Burnt Creek
00382854,Hammond Creek
00786234,Little Beaver Creek
00379651,Cool Creek
00392435,Tsuga Creek
00781991,Curlew Creek
01117329,Bay Horse Creek
02707083,Dog Creek
00792336,Trapper Creek
00371440,Bell Lateral
01523157,Mill Creek
00378087,Boulder Creek
00371240,Andrews Spring Creek
00399851,Deep Creek
00789390,Rat Creek
00782324,Devils Club Creek
01602148,Pine Creek
00859097,Burnt Timber Creek
00391453,Stewart Fork
00386089,Long Tom Creek
00789975,Salt Creek
00390516,Skillern Creek
00782018,Cyclone Creek
00393247,West Threemile Creek
01130454,South Antelope Canal
00384468,Latour Creek
01143295,Happy Valley Ditch
01504506,Donaldson Creek
00374762,Roedel Ditch
00390627,Slim Creek
00374468,Point Lateral
00386307,Lynch Creek
00377967,Bluff Creek
00398563,Bug Creek
00376555,Allison Creek
00373318,Jobe Creek
00393422,Wild Horse Creek
00395967,South Fork Beauty Creek
00781340,Clay Creek
00377478,Big Creek
00383116,Herman Creek
00378332,Brush Creek
00381098,East Fork Fish Creek
00840409,Fall Creek
01598912,Corral Creek
00390544,Skunk Creek
00792505,Twin Creek
00387666,North Fork Camp Creek
00371882,Canyon Hill Lateral
00371816,Butte Arm Canal
00397185,South Branch Fall River Canal
01522271,Little Muddy Creek
00389502,Rock Creek
00861688,Tennell Creek
00378027,Books Creek
00782566,Dry Creek
00857987,Fall Creek
00780484,Brundage Creek
00383961,Johnny Creek
00388300,Peanut Creek
02437704,Lateral Q1
00384311,Kreist Creek
01599348,Dry Fork
01601137,Lost Creek
01119425,Cow Creek
01117206,Ballard Creek
00391794,Syringa Creek
02437699,Lateral Q Spill
00382561,Grape Creek
02729721,Lateral 860
00789640,Robertson Creek
00381136,East Fork Mica Creek
00372167,Cottonwood Creek
00374639,Reider Lateral
00377102,Bear Creek
00769699,Cedar Creek
00400171,Whisky Bob Creek
02569184,Lateral X-3
00375884,Wickiup Creek
00378249,Broken Wagon Creek
00382964,Hatwai Creek
00389436,Robbs Creek
00373299,Jeff Cabin Creek
00390325,Shingle Creek
00390606,Slide Creek
00842080,Middle Fork Deer Creek
00372301,Dailey Lateral
00386424,Maniece Creek
00372985,Hansen Lateral
00378341,Brushy Fork Creek
01442857,Logan Northern Canal
00387495,Negro Creek
00381472,Enclosure Creek
01123168,Little Creek
00391245,Spruce Creek
01603383,Stoner Creek
00391060,South Fork Wolf Fang Creek
00386744,Mercury Creek
00787177,Medicine Tree Creek
00393085,West Fork Crooked Creek
00859829,Goat Creek
00400018,North Nampa Lateral
00841913,Main Canal
00383093,Hemlock Spring Creek
00860978,Pixley Creek
00381548,Fall Creek
00380284,Davy Creek
00384861,Little Horse Creek
00390801,Sob Creek
00390945,South Fork Grouse Creek
00787731,Moss Creek
00860335,Lime Creek
00372742,Folsom Lateral
00377232,Beaver Creek
00791175,Spooner Creek
00790219,Semem Creek
00398426,Lake Fork
00392118,Thurmon Creek
00786882,Martin Creek
02517357,J 2 A Lateral
00379156,Challis Creek
00390183,Sheep Creek
00377587,Big Silverlead Creek
00388298,Peak Creek
00790863,Sourdough Creek
00397745,Gold Creek
00383253,Hole-In Wall Creek
00381150,East Fork 'Imnamatnoon Creek
00380963,Dutch Oven Creek
00379882,Cougar Creek
00379569,Cole Creek
00383079,Hells Half Acre Creek
00392849,Warm Creek
00378088,Boulder Creek
00377930,Blue Lake Creek
01596092,Way Creek
00382775,Gunsight Creek
00386103,Lookingglass Creek
00378592,Butcher Creek
00393135,West Fork Lindley Creek
00374384,Phyllis Canal
00849155,Dam Gulch Creek
00373089,Hoff Lateral
00372600,Eightmile Lateral
01506545,McCoy Creek
00381359,Elk Creek
00395888,Scorpion Creek
02517345,J 12 B Lateral
00381225,Easter Creek
00780506,Buck Creek
00381595,Farmer Creek
00783289,Falls Creek
00390334,Shirley Creek
00391232,Spring Valley Creek
00786521,Long Creek
00379277,Childs Creek
01119826,Deer Creek
00373401,Kettle Butte Drain
00378782,Camp Creek
00381351,Elk Creek
00388419,Pickett Spring Creek
00377914,Blue Jay Creek
00379225,Cherry Creek
00376079,Poison Creek
00389472,Rock Creek
00378318,Brunt Creek
00788091,North Fork Bear Creek
00789260,Quaking Aspen Creek
01152066,West Fork Deep Creek
00380229,Dan Creek
00392141,Timber Creek
00371727,Bubb Canal
00384099,Karney Creek
00387788,North Fork Soldier Creek
00392863,Warm Spring Creek
00392289,Trail Creek
00390353,Short Creek
00377632,Bills Creek
00380821,Dry Creek
02729763,Lateral 993A
00390947,South Fork Hawkins Creek
00381464,Emigration Creek
00397516,Calkins Lateral
00373921,Middle Fork Hardtrigger Creek
00374940,Seamans Creek
00373041,Helm Lateral
00861980,White Rock Creek
00389395,Ringle Creek
00387693,North Fork Elk Creek
01609308,Tangled Creek
00392904,Warren Creek
00383989,Johnson Creek
00378969,Cascade Creek
00386625,McGuire Creek
00376527,Alexander Creek
00767911,Spring Branch
02568942,Lateral J-15
00788160,North Fork Fish Creek
00379000,Castle Creek
00381466,Emma Creek
00387746,North Fork Palouse River
00395452,Harvey Creek
00391069,South Leigh Creek
00386681,Meadow Creek
00383532,Humble Canal
00383580,Hutton Creek
01599521,East Table Creek
00376428,Hat Butte Lateral
00381506,Evans Creek
00374251,Oakland Canal
00375906,Wilford Canal
00377182,Bear Mountain Creek
00381736,First Spring Creek
00785000,Hope Creek
00389985,Sawpit Creek
00381342,Elk Creek
00392077,Three Creek
00393626,Wolf Creek
00377610,Big Timber Creek
01599714,First Creek
00387633,North Creek
00380410,Deer Creek
00375798,West Canyon Canal
00380119,Crystal Creek
02569013,Lateral N-9
00389716,Rudo Creek
00383469,Howard Creek
00786659,Lower Bloody Dick Ditch
00386802,Middle Fork Cherry Creek
00384250,Kinsey Creek
00380447,Deer Creek
01432676,South Fork Cheney Creek
00399583,Ice Creek
00390989,South Fork Payette River
01126086,Road Canyon Creek
00384192,Kessler Creek
00395611,Last Chance Canal
00387772,North Fork Sand Creek
02519466,G 15 Overland Pipeline
00371473,Biby Ditch
00843544,Scott Creek
00784909,Indian Creek Ditch
00373970,Mineral Creek
00806798,Owsley Slough
02729713,Lateral 702A3B
00382767,Guard Creek
00378990,Cash Creek
00791553,Stony Creek
00384894,Little Medicine Creek
01120318,East Fork Pine Creek
00393754,Yellowbanks Creek
00383799,Jack Creek
00384995,Little Wilson Creek
00382661,Greenie Creek
00377707,Bitch Creek
00393576,Windy Creek
00379568,Cole Creek
00779735,Bestwick Creek
01526107,Solo Creek
00382530,Granite Creek
00382677,Greylock Creek
00380263,Daves Creek
00380412,Deer Creek
00379293,China Creek
00376711,Arlington Creek
01454840,North Fork City Creek
00392373,Treble Creek
00393725,Wyoming Creek
02548094,J 27 H Lateral
00374629,Redrock Creek
00380503,Dennett Creek
00387594,No Name Creek
00781871,Cream Creek
00373796,Magpie Creek
00393765,Yew Creek
00392553,Two Forks Creek
00384071,Jungle Creek
00383182,Highland Creek
00380921,Duffy Creek
00376440,Duffy Creek
00390944,South Fork Grouse Creek
00378276,Brownlee Creek
00383994,Johnson Fork
00398573,Kirby Creek
00383845,Jacot Creek
02517272,H 15 D Lateral
01590904,Littles Fork
02729726,Lateral 912A
00381792,Fitting Creek
00788635,Park Creek
00391674,Superior Creek
02517332,H 3 Lateral
01597750,Anderson Creek
00382280,Glacier Creek
00791508,Stewart Creek
00377395,Bernard Creek
00395833,Birch Creek
00391388,Steamboat Creek
00388094,Packer Creek
00390561,Slate Creek
00383615,Idamont Creek
01781930,Low Line Canal
00780751,Cable Creek
00781090,Cedar Creek
00378321,Brush Creek
00383130,Heywood Creek
00396809,Little Weiser River
00378546,Burnt Creek
00862365,Dry Fork Canyon Creek
00388785,Porter Creek
00376554,Allison Creek
00391246,Spruce Creek
00378754,Camp Creek
00378516,Burgy Creek
00384232,King Creek
00388231,Parks Creek
00386618,McGinnis Creek
00393778,Zee Creek
01446021,Spring Creek
00373765,Lower Payette Ditch
01601866,North Three Forks Creek
01601758,North Fork Deadman Creek
00393608,Wiseboy Creek
00389150,Rattlesnake Creek
00381993,Fox Creek
00792222,Tobacco River
00389347,Richardson Creek
00397486,Browns Creek
00381635,Feary Creek
00382604,Gray Creek
00794567,Chicken Creek
00383372,Horse Creek
00383865,Jazz Creek
00779373,Barnett Creek
00783663,Fowler Creek
00377251,Beaver Creek
00378710,Calf Creek
00376821,Badger Creek
00382134,Fuzzy Creek
00782866,East Fork La Marche Creek
00377001,Basin Creek
00371920,Cattle Creek
00377468,Big Cougar Creek
00782202,Deep Creek
01120117,Dry Creek
00780683,Butler Creek
00373158,Horstman Drain
00389308,Reservoir Creek
00383019,Headquarters Creek
00376826,Badger Creek
00386580,McConn Creek
02517331,H 29 Lateral
00387054,Mist Creek
00379272,Chilco Creek
00790055,Sawmill Creek
00372397,Dewey Lateral
00375292,Stone Lateral
00391395,Steckner Creek
01425599,Birch Creek
00791049,South Fork Sleeping Child Creek
01602836,Sheep Creek
00381177,East Fork South Fork Salmon River
00844850,Wild Horse Creek
00373446,Lake Creek
00378449,Bugle Creek
02518685,J 32 D Lateral
00374677,Right Fork Rock Creek
00378079,Boulder Creek
00392564,Two-bit Creek
00791557,Stony Lake Creek
00387514,Nelson Creek
01602695,Salt Creek
00383070,Hellroaring Creek
00396556,Glad Creek
00377254,Beaver Creek
00374021,Mora Canal Extension
00781097,Cedar Creek
00780055,Blacktail Creek
00788877,Pine Creek
00793062,West Fork Quartz Creek
00387408,Murphy Creek
00373291,Jakie Creek
00381329,Elk Basin Creek
00393050,West Fork Big Creek
00383049,Heinaman Creek
00373272,Jackass Creek
00372945,Gunnerson
00392420,Trout Creek
00371548,Billy Creek
00390070,Searchlight Creek
00389091,Ranger Creek
02569149,Lateral U-7
01601776,North Fork Granite Creek
00375660,Union Ditch
00381281,Eightmile Creek
00782991,Edna Creek
00376740,Ash Creek
00387211,Morgan Creek
00393612,Withington Creek
01120439,Elk Creek
00377961,Bluett Creek
02729776,Lateral LS
00386766,Mica Creek
00390777,Snowslide Creek
00788112,North Fork Canyon Creek
01504742,Elmer Creek
00381050,East Fork Big Bear Creek
00375544,Tola Creek
00400050,Purdam Gulch Drain
01519576,Fish Creek
00386876,Middle Thurmon Creek
00382903,Hardpan Creek
00389072,Rams Creek
00393014,West Branch Canal
00786475,Lone Creek
00387696,North Fork Fish Creek
01588401,Fawn Creek
00793338,Willoughby Creek
00375113,Soldier Creek
00372540,East Black Canyon Creek
02517338,H 8 A Lateral
00395582,Fells Creek
01141289,Dry Creek
00786377,Little Thompson River
00387675,North Fork Clearwater River
01139551,Chalk Creek
00373522,Lava Creek
00393199,West Fork Slater Creek
00781802,Cox Creek
00379501,Colburn Creek
00371842,Cabin Creek
00861687,Telephone Creek
00376513,Alder Creek
00375117,Solomon Drain
00379194,Charcoal Creek
00790143,Schwartz Creek
00390491,Six-Bit Creek
00377383,Benton Creek
00393458,Williams Creek
00384351,Lake Creek
00380300,Dead Horse Creek
02569176,Lateral X-10
00387644,North Fork Badger Creek
00377650,Birch Creek
00378690,Cairn Creek
00393666,Wooden Shoe Creek
00374485,Pole Creek
00783799,Galena Creek
00393433,Wildcat Creek
00377905,Blue Grouse Creek
00371676,Bozard Creek
00372420,Divide Ditch
00374460,Plummer Creek
00383734,Inyo Creek
00395016,Ross Pasture Creek
00393114,West Fork Hayden Creek
01592559,Palmer Creek
00390804,Soda Canal
00382410,Golden Creek
00379178,Chance Creek
00372290,Cunningham Lateral
01781932,Woodland Grade Creek
00384656,Lime Creek
00381319,Elip Creek
00781773,Cow Creek
00384272,Kiwah Creek
01599044,Crow Creek
00793508,Woodman Creek
00378882,Canyon Fork
00384871,Little Kane Creek
00387687,North Fork Dollar Creek
00391534,Stray Creek
00391194,Spring Creek
00374249,O X Prong
00397105,Robison Canal
00372621,Enders Lateral
00396022,Aaron Drain
00391784,Swiss Creek
00372595,Egg Lateral
00375377,Sweetwater Creek
00380104,Crown Creek
00384636,Lightning Creek
00373187,Hurry Up Creek
00391758,Swede Creek
00390982,South Fork Norton Creek
00386967,Miller Creek
00807069,Sluice Creek
00386574,McCauley Creek
00783596,Forest Creek
00391048,South Fork Tripod Creek
00377413,Bess Creek
01146545,Mountain Sheep Creek
02729738,Lateral 916C1A
01598332,Bourne Creek
00391293,Squaw Creek
00374286,Owl Creek
00859473,Deadman Creek
00389453,Robinson Creek
00371523,Big Siphon Wasteway
00783730,French Creek
00381543,Fall Creek
00384759,Little Camas Creek
00389731,Rush Creek
00390157,Sharp Ditch
02729221,Lateral 498
00387448,Mystery Creek
00388338,Penrod Creek
00390721,Smout Creek
00386965,Miller Creek
01594685,South Fork Smiths Fork
00374923,Schooler Creek
00378165,Boyer Slough
00790927,South Fork Clarence Creek
00400170,Whiskey Spring Creek
00770457,Darlington Ditch
00386765,Mica Creek
00395944,Short Creek
01600906,Lick Creek
00392298,Trail Creek
00781170,Charlie Creek
00387639,North Fork Big Smoky Creek
00371797,Burgess Canal
00390104,Senator Creek
00784043,Gold Creek
00395454,Haynes Creek
00860511,McCall Creek
00372645,Facer Lateral
01127425,Spring Creek
00384839,Little French Creek
00793140,Westfall Creek
00842886,Pleasant Valley Creek
00382829,Hall Creek
00379424,Cliff Creek
00377342,Bemis Creek
00381879,Flume Creek
00377464,Big Chief Creek
00389865,Salt Creek
00373680,Little Union Canal
00391601,Sulphur Creek
01506898,Murphy Creek
01517031,Buck Creek
00388936,Puzzle Creek
00783595,Forest Creek
00371977,Cherry Creek
00386430,Mann Creek
00389426,Roaring Creek
00390667,Smith Creek
00390061,Scurry Creek
00782032,Dad Creek
00850827,Stage Creek
00382725,Grouse Creek
00379195,Charcoal Creek
00379828,Cottonwood Creek
00386814,Middle Fork Grouse Creek
00791060,South Fork Steel Creek
00374806,Ruby Drain
00373200,Idaho Canal
00371839,Cabin Creek
00395448,Hancock Creek
00384912,Little Pine Creek
00390390,Shovel Creek
00383296,Hoodoo Creek
00386702,Meadow Creek
00381739,Fish Creek
00384916,Little Pinyon
00389918,Santiam Creek
00390615,Slide Creek
00391023,South Fork Sheep Creek
00784627,Haun Creek
00781233,China Creek
00377779,Black Prince Creek
00375842,Westfield Branch Canal
01119069,Coburn Creek
00377665,Birch Creek
00380091,Crooked River
00374745,Rockford Canal
00395193,Center Canal
00391011,South Fork Ross Fork
00381575,Falls Creek
00779426,Bass Creek
00845343,Amazon Creek
01438655,Big Creek
00395607,Larkins Creek
00859356,Corral Creek
00391249,Spruce Creek
00382684,Griffin Creek
00381998,Fox Creek
00377396,Bernard Creek
00377365,Bennett Creek
00392127,Tie Creek
00388330,Pen Creek
00374885,Sand Creek
00382986,Hayden Creek
00381552,Fall Creek
00395638,Little Valley Creek
00392861,Warm Spring Creek
00371484,Big Boulder Creek
00392460,Turner Creek
00397528,Capitol View Canal
00384745,Little Boulder Creek
00789178,Prayer Creek
00375565,Trail Creek
00384974,Little Thompson Creek
01145460,Lookout Creek
00784245,Grayhorse Creek
00389598,Root Creek
01603790,Tuffield Creek
00784119,Gordon Creek
00779759,Big Beaver Creek
00379815,Cotton Creek
00380143,Cub Creek
00791122,Spade Creek
00393287,Whiskey Creek
00374721,Rock Creek
01509549,Willow Creek
01533497,Steptoe Creek
02569015,Lateral PA1
00373092,Hog Creek
01513190,Rattler Run Creek
00391004,South Fork Reeds Creek
00783695,Fraser Creek
00372043,Clarr Tunnel
00373864,McCarthy Ditch
00382528,Granite Creek
00393878,South Fork Porcupine Creek
00393551,Wilson Creek
00397997,Pitchfork Creek
00399796,Blackeagle Creek
00388018,Otter Creek
00378993,Casner Creek
00780674,Butcher Creek
00371307,Attell Lateral
00383843,Jacobs Ladder Creek
00380419,Deer Creek
00400244,West Fork King Hill Creek
00384708,Little Alder Creek
00381867,Float Creek
00377895,Blue Creek
01149735,Sluice Creek
00380187,Curven Creek
01130275,Spring Branch
00773989,McCurtney Creek
00376770,Aubion Creek
01151530,Turner Creek
00381350,Elk Creek
00380848,Dry Fork
00382479,Grade Creek
00387310,Mox Creek
00386575,McCauley Creek
00372548,East Fork Bell Mare Creek
00390009,Schaefer Creek
00390764,Snowshoe Creek
00386932,Mill Creek
00784421,Gus Creek
00392966,Webb Creek
00390188,Sheep Creek
01117327,Baxter Creek
00371699,Brock Creek
00783498,Flat Creek
00386038,Long Creek
00386607,McDougal Creek
00389118,Rat Creek
01142534,Fuller Creek
00382009,Franer Canal
00380752,Dresser Creek
00392285,Trail Creek
00392768,Wagonhammer Creek
00392192,Tired Wolf Creek
00381355,Elk Creek
00390496,Sixmile Creek
00391829,Tamarack Creek
00788955,Piquett Creek
02437698,Lateral Q
00791828,Switchback Creek
00372994,Harris Creek
00382850,Hammer Creek
00371697,Bristol Creek
00377718,Black Bear Creek
00388716,Pond Creek
00374486,Pole Creek
01507083,North Meadow Creek
00384793,Little Creek
00384795,Little Creek
00380485,Delaney Creek
00386682,Meadow Creek
01519405,Everett Creek
02709268,Lateral 1300
01599325,Dry Canyon Creek
00387776,North Fork Sheep Creek
00387445,Myrtle Creek
00399171,Oakden Creek
00387583,Nixon Creek
00379071,Cayuse Creek
00801764,Last Drink Creek
00384291,Koch Creek
00374480,Pole Bridge Creek
01599723,Fish Creek
00375275,Steven Larson Ditch
00376396,Cassia Canal
00790636,Slate Creek
00390400,Siberia Creek
02709297,Lateral 1665
00372580,East Teton Canal
02437710,Lateral U
00374305,Paine Lateral
00785965,Large Creek
00373672,Little Squaw Creek
00784948,Holloman Creek
00391947,Test Creek
00373597,Lindsay Creek
00782527,Doyle Creek
00396020,Coldspring Creek
01445646,Skunk Creek
01589808,Hungry Creek
00399009,Montpelier Creek
00376859,Baker Creek
00395969,South Fork Hangman Creek
01603739,Trail Fork
00372004,China Creek
01598932,Cottonwood Creek
00381307,Eldorado Creek
00388026,Our Creek
00387409,Murphy Creek
00390323,Shingle Creek
00779189,Attlebury Creek
00790476,Siegel Creek
00379953,Cow Creek
01127406,Spring Branch
00790987,South Fork Indian Creek
00384591,Lewis Creek
00376705,Argosy Creek
00392017,Thirty-two Creek
00790056,Sawmill Creek
00389469,Rock Creek
00389272,Reegan Creek
00790670,Slim Creek
00372361,Deer Creek
02729773,Lateral H
00372891,Graham Lateral
00384013,Jones Creek
00392972,Webfoot Creek
00399911,Hell Roaring Creek
00382845,Hamilton Creek
00384185,Kerr Creek
00375107,Soda Creek
00781254,Christisen Creek
00389381,Right Hand Fork Beaverdam Creek
00779774,Big Cherry Creek
00784472,Halford Creek
00387130,Moon Creek
00378259,Brown Bear Creek
00389336,Rice Creek
00387169,Moose Creek
00375616,Twin Bridge Creek
00377258,Beaver Creek
00787412,Miller Ditch
00781800,Cowell Creek
00789202,Prohosky Ditch
00393681,Woods Fork Horse Creek
00384408,Lander Creek
00379196,Charcoal Creek
01138779,Buck Creek
00782890,East Fork Pole Creek
00787243,Middle Fork Big Creek
00382631,Green Creek
00376011,Yergenson Creek
00391937,Tepee Creek
02517311,H 17 E Pipeline
01527117,Thor Creek
00791057,South Fork Sun Creek
00781304,Clam Creek
00391627,Summit Creek
00375143,South Fork Antelope Creek
00374015,Moorcastle Creek
00382689,Grimmet Creek
00386033,Long Canyon Creek
00781205,Chicago Creek
02517376,J 23 F Lateral
02569010,Lateral N-5
00379831,Cottonwood Creek
00372566,East Fork Twentyfour Mile Creek
00791484,Steep Creek
00392907,Wart Creek
01128020,Thomas Creek
00386706,Meadow Creek
00783499,Flat Creek
00381952,Foster Creek
00392816,Wapiti Creek
00790038,Sawdust Creek
00392108,Throng Creek
02437708,Lateral S
00375766,Watson Lateral
00780844,Camp Creek
00378789,Camp Creek
00378906,Carcass Creek
00375791,West Branch Blackfoot Canal
00382827,Hall Creek
00375645,Twin Springs Creek
00384371,Lake Creek
00388294,Peach Creek
00393836,Dead Man Creek
00374083,Murphy Creek
01594560,Solfatara Creek
02517403,J 26 A Lateral
00791134,Sparks Creek
00376110,Sawyer Creek
00391212,Spring Creek
00390420,Silver Creek
00377183,Bear Paw Creek
01516327,Beaver Creek
00371183,A Canal
00786219,Little American Creek
00786824,Mantrap Fork
00386285,Lunch Creek
00386923,Mill Creek
00398021,Quinn Creek
02559280,Flat Canyon
00374188,North Fork Alkali Creek
00390060,Scriver Creek
00377928,Blue Lake Creek
01599752,Flat Creek
00790607,Skull Creek
00381316,Elf Creek
00376465,Acorn Creek
00400429,Emerson Creek
00381775,Fisher Creek
00376097,Sand Creek
00377233,Beaver Creek
00384103,Katka Creek
00389006,Rabbit Creek
00395379,Filly Creek
00373722,Long Hollow Creek
01506688,Mill Creek
00400432,Wisdom Creek
00789099,Porcupine Creek
00382634,Green Creek
00782229,Deer Creek
00378036,Bootleg Creek
00387629,North Crane Creek
00377081,Bear Creek
00389775,Saddle Creek
00392983,Weir Creek
00861053,Rain Creek
00372058,Clements Spori Ditch
00380630,Ditto Creek
00397720,Fourth Creek
00379215,Cheer Creek
00380819,Dry Creek
00378406,Buckhorn Creek
00371995,Chicopee Creek
01504325,Dartford Creek
01135222,Chipmunk Creek
00397737,Gibson Canal
00384991,Little White Bird Creek
01602523,Ridge Creek
01511557,South Fork North Fork Asotin Creek
00378323,Brush Creek
00384125,Keithly Creek
02569023,Lateral R-11
00801881,Black Creek
00372411,Diggie Creek
01116859,Alkali Creek
00784344,Grimes Creek
00391738,Swanson Creek
00393461,Williams Creek
00387172,Moose Creek
00373037,Helen Creek
00392911,Wash Creek
00391197,Spring Creek
00787857,Murphy Creek
00375491,Thompson Creek
00785631,Kate Creek
00798969,Brownes Creek
00377614,Big Willow Creek
02437700,Spill Q
00391181,Spring Creek
00382366,Gold Creek
01133840,Hells Canyon Creek
00398606,Chess Creek
00381728,First Creek
01152763,Yreka Creek
00384344,Lake Creek
00390950,South Fork Horseshoe Creek
00389476,Rock Creek
00373078,Hill Canal
00396170,Bowns Creek
00399580,Huntz Creek
00779865,Big Rock Creek
00382711,Grouse Creek
00380966,Dutchman Creek
00379958,Cow Creek
00387697,North Fork Fitsum Creek
